 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
80,246641,3,4,437,859,437,0,145.6666667,252.3020676,859,0,214.75,429.5,5254.600817,28.38133157,41106.83333,78430.81499,199536,3,222922,111461.0,124556.8595,199536,23386,223317,74439.0,128453.5092,222764,3,0,0,0,0,104,136,12.16342782,16.21790375,0,859,162.0,320.4679614,102699.7143,0,0,0,1,0,0,0,0,1,185.1428571,145.6666667,214.75,104,0,0,0,0,0,0,3,437,4,859,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,221,2,2,110,222,55,55,55.0,0.0,111,111,111.0,0.0,1502262.443,18099.54751,73.66666667,85.44198812,169,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,9049.773756,9049.773756,55,111,77.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,96.75,55.0,111.0,40,0,0,0,0,0,0,2,110,2,222,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,50723,1,1,55,83,55,55,55.0,0.0,83,83,83.0,0.0,2720.6592669992,39.4298444493,50723.0,0.0,50723,50723,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.7149222246,19.7149222246,55,83,64.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,96.5,55.0,83.0,32,0,0,0,0,0,0,1,55,1,83,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,5365570,4,2,12,0,6,0,3.0,3.464101615,0,0,0.0,0.0,2.236481865,1.118240932,1073114.0,2329054.27,5239070,4,5365570,1788523.333,2988264.619,5239074,62536,62639,62639.0,0.0,62639,62639,0,0,0,0,104,64,0.745493955,0.372746977,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,0,2.0,3.0,0.0,104,0,0,0,0,0,0,4,12,2,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
51008,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.6666666667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.3333333333,20833.3333333333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,98803814,5,7,353,11595,341,0,70.6,151.1879625,7240,0,1656.428571,2566.885263,120.9265059,0.121452801,8982164.909,29800000.0,98800000,39,98800000,24700000.0,49400000.0,98800000,961,98800000,16500000.0,40300000.0,98800000,81,0,0,0,0,144,232,0.050605334,0.070847467,0,7240,919.5384615,1997.162888,3988659.603,1,0,0,0,0,0,0,0,1,996.1666667,70.6,1656.428571,144,0,0,0,0,0,0,5,353,7,11595,0,235,2,20,14007.0,0.0,14007,14007,98800000.0,0.0,98800000,98800000
53,128356,4,2,160,196,40,40,40.0,0.0,98,98,98.0,0.0,2773.536103,46.7449905,25671.2,42447.29346,97832,3,30521,10173.66667,17614.37936,30513,4,3,3.0,0.0,3,3,0,0,0,0,80,64,31.163327,15.5816635,40,98,56.57142857,28.30110212,800.952381,0,0,0,0,0,0,0,0,0,66.0,40.0,98.0,80,0,0,0,0,0,0,4,160,2,196,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
51493,110,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,54545.45455,18181.81818,110.0,0.0,110,110,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,9090.909091,9090.909091,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,278758,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,41710.0137,32.28606892,34844.75,84656.71643,242048,1,36012,18006.0,25462.91519,36011,1,278708,55741.6,105312.5336,242048,65,0,0,0,0,72,132,10.76202297,21.52404595,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,85841146,11,6,750,11595,375,0,68.18181818,151.6949691,4344,0,1932.5,1977.812908,143.8121527,0.198040227,5365071.625,21100000.0,84600000,1,85800000,8582855.6,26700000.0,84600000,1,236536,47307.2,98899.31451,223975,55,0,0,0,0,368,200,0.128143676,0.069896551,0,4344,685.8333333,1409.645231,1987099.676,0,0,0,0,1,0,0,0,0,726.1764706,68.18181818,1932.5,368,0,0,0,0,0,0,11,750,6,11595,274,235,2,32,972.0,0.0,972,972,84600000.0,0.0,84600000,84600000
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,421,1,1,55,83,55,55,55.0,0.0,83,83,83.0,0.0,327790.9739,4750.593824,421.0,0.0,421,421,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,2375.296912,2375.296912,55,83,64.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,96.5,55.0,83.0,40,0,0,0,0,0,0,1,55,1,83,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,11909960,7,5,533,11632,533,0,76.14285714,201.4550641,7288,0,2326.4,3351.290617,1021.41401,1.007560059,1082723.636,2444898.45,6903995,1,6909428,1151571.333,2819811.793,6907488,1,11900000,2977483.75,3523807.749,6903995,162,0,0,0,0,232,168,0.587743368,0.419816691,0,7288,935.7692308,2252.512233,5073811.359,0,0,0,1,0,0,0,0,0,1013.75,76.14285714,2326.4,232,0,0,0,0,0,0,7,533,5,11632,29200,235,1,32,990.0,0.0,990,990,6903995.0,0.0,6903995,6903995
80,84893274,5,7,350,11595,338,0,70.0,149.8465882,5792,0,1656.428571,2425.837852,140.7060823,0.141353955,7717570.364,25500000.0,84700000,46,84800000,21200000.0,42400000.0,84700000,49,84900000,14100000.0,34600000.0,84700000,46,0,0,0,0,144,232,0.058897481,0.082456474,0,5792,919.3076923,1907.051187,3636844.231,1,0,0,0,0,0,0,0,1,995.9166667,70.0,1656.428571,144,0,0,0,0,0,0,5,350,7,11595,0,235,2,20,10009.0,0.0,10009,10009,84700000.0,0.0,84700000,84700000
80,98253,3,4,437,859,437,0,145.6666667,252.3020676,859,0,214.75,429.5,13190.43693,71.24464393,16375.5,20425.35813,51021,5,74417,37208.5,19533.82483,51021,23396,74905,24968.33333,42848.64097,74445,5,0,0,0,0,72,92,30.53341883,40.7112251,0,859,162.0,320.4679614,102699.7143,0,0,0,1,0,0,0,0,1,185.1428571,145.6666667,214.75,72,0,0,0,0,0,0,3,437,4,859,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,67302685,7,6,339,11595,339,0,48.42857143,128.1299564,5792,0,1932.5,2537.820147,177.3183343,0.193157227,5608557.083,19100000.0,66300000,1,67300000,11200000.0,27000000.0,66300000,1,1428,285.6,464.8148018,1103,2,0,0,0,0,240,200,0.104007738,0.089149489,0,5792,852.4285714,1851.237246,3427079.341,0,0,0,0,1,0,0,0,0,918.0,48.42857143,1932.5,240,0,0,0,0,0,0,7,339,6,11595,251,235,1,32,4.0,0.0,4,4,66300000.0,0.0,66300000,66300000
9099,14,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,571428.5714,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,71428.57143,71428.57143,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,5852553,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.125968103,0.854328017,1463138.25,2925553.834,5851469,256,5852553,1463138.25,2925553.834,5851469,256,0,0.0,0.0,0,0,0,0,0,0,100,0,0.854328017,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1084.0,0.0,1084,1084,5851469.0,0.0,5851469,5851469
2038,18,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,333333.3333,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,55555.55556,55555.55556,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
53,172,2,2,98,130,49,49,49.0,0.0,65,65,65.0,0.0,1325581.395,23255.81395,57.33333333,58.94347575,120,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,11627.90698,11627.90698,49,65,55.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,69.25,49.0,65.0,40,0,0,0,0,0,0,2,98,2,130,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,11022410,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.721727825,0.453621304,2755602.5,5503871.633,11000000,983,11000000,2755602.5,5503871.633,11000000,983,0,0.0,0.0,0,0,0,0,0,0,100,0,0.453621304,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,11002.0,0.0,11002,11002,11000000.0,0.0,11000000,11000000
63450,4,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,118,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
3052,45,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,133333.3333,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,98405801,7,7,362,11595,356,0,51.71428571,134.1960187,7240,0,1656.428571,2565.850857,121.5070644,0.142268036,7569677.0,27300000.0,98400000,0,98400000,16400000.0,40200000.0,98400000,0,31431,5238.5,8501.474149,20202,1,0,0,0,0,220,232,0.071134018,0.071134018,0,7240,797.1333333,1876.609438,3521662.981,0,0,0,0,1,0,0,0,1,854.0714286,51.71428571,1656.428571,220,0,0,0,0,0,0,7,362,7,11595,251,235,2,20,981.0,0.0,981,981,98400000.0,0.0,98400000,98400000
80,98318730,9,6,338,11595,338,0,37.55555556,112.6666667,4344,0,1932.5,1754.831473,121.3705669,0.15256503,7022766.429,26300000.0,98300000,1,98300000,12300000.0,34800000.0,98300000,1,15464,3092.8,5166.564594,12027,40,0,0,0,0,296,200,0.091539018,0.061026012,0,4344,745.8125,1390.898233,1934597.896,0,0,0,0,1,0,0,0,0,795.5333333,37.55555556,1932.5,296,0,0,0,0,0,0,9,338,6,11595,251,235,1,32,2002.0,0.0,2002,2002,98300000.0,0.0,98300000,98300000
53,179,2,2,94,270,47,47,47.0,0.0,135,135,135.0,0.0,2033519.55307263,22346.3687150838,59.6666666667,98.1495457622,173,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11173.1843575419,11173.1843575419,47,135,82.2,48.1995850605,2323.2,0,0,0,0,0,0,0,0,1,102.75,47.0,135.0,64,0,0,0,0,0,0,2,94,2,270,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,55,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18181.81818,18181.81818,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1556,52,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,115384.6154,38461.53846,52.0,0.0,52,52,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,19230.76923,19230.76923,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
5280,51,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,156862.7451,39215.68627,51.0,0.0,51,51,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,19607.84314,19607.84314,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,12117763,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.475704468,0.412617411,3029440.75,6057541.518,12100000,4,12100000,3029440.75,6057541.518,12100000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.412617411,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2010.0,0.0,2010,2010,12100000.0,0.0,12100000,12100000
53,41335,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,3774.0413692996,96.7702915205,13778.3333333333,23858.7112043659,41328,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,48.3851457603,48.3851457603,31,47,37.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
60366,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17241.37931,17241.37931,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,310,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,61336,3,5,427,2266,427,0,142.3333333,246.5285649,1460,0,453.2,662.2470838,43905.69975,130.4291118,8762.285714,14596.9465,30273,1,30784,15392.0,20713.98605,30039,745,31356,7839.0,15492.31476,31077,1,0,0,0,0,72,112,48.91091692,81.51819486,0,1460,299.2222222,519.3456888,269719.9444,0,0,0,1,0,0,0,0,1,336.625,142.3333333,453.2,72,0,0,0,0,0,0,3,427,5,2266,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,99554711,11,6,1104,11595,368,0,100.3636364,171.8925669,4344,0,1932.5,1754.831473,127.5580018,0.170760377,6222169.438,24700000.0,99000000,1,99400000,9942921.5,31300000.0,99000000,1,559442,111888.4,188053.5793,434039,14,0,0,0,0,360,200,0.110492009,0.060268368,0,4344,705.5,1311.748552,1720684.265,0,0,0,0,1,0,0,0,0,747.0,100.3636364,1932.5,360,0,0,0,0,0,0,11,1104,6,11595,251,235,3,32,1025.0,0.0,1025,1025,99000000.0,0.0,99000000,99000000
53,31280,2,2,66,322,33,33,33.0,0.0,161,161,161.0,0.0,12404.09207,127.8772379,10426.66667,18053.45425,31273,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,40,63.93861893,63.93861893,33,161,84.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,105.25,33.0,161.0,64,0,0,0,0,0,0,2,66,2,322,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,338,2,2,94,210,47,47,47.0,0.0,105,105,105.0,0.0,899408.284,11834.31953,112.6666667,153.728115,288,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,5917.159763,5917.159763,47,105,70.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,87.75,47.0,105.0,40,0,0,0,0,0,0,2,94,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,70479516,19,17,1535,5185,469,0,80.78947368,153.7373586,1858,0,305.0,562.80414,95.34685227,0.510786709,2013700.457,3866887.661,10000000,3,70500000,3915528.667,4748067.915,10100000,84101,70400000,4399704.563,4874116.845,10100000,151,0,0,0,0,392,424,0.269581874,0.241204835,0,1858,181.6216216,407.5110327,166065.2417,0,0,0,1,0,0,0,0,0,186.6666667,80.78947368,305.0,392,0,0,0,0,0,0,19,1535,17,5185,8192,122,11,20,427489.8571,865885.025,2389661,83726,9579274.0,1083144.302,10000000,7123741
80,16054,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,724243.1793,498.3181762,2293.428571,3582.414914,8766,51,6673,3336.5,4001.517275,6166,507,15931,3982.75,4364.717049,8766,167,0,0,0,0,72,112,186.8693161,311.4488601,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,86835338,10,5,372,11595,372,0,37.2,117.636729,10136,0,2319.0,4415.268169,137.8125574,0.172740734,6202524.143,22900000.0,85800000,0,86800000,9648288.0,28600000.0,85800000,0,1670,417.5,466.7993859,979,2,0,0,0,0,336,168,0.115160489,0.057580245,0,10136,747.9375,2530.54662,6403666.196,0,0,0,0,1,0,0,0,0,797.8,37.2,2319.0,336,0,0,0,0,0,0,10,372,5,11595,251,235,1,32,993.0,0.0,993,993,85800000.0,0.0,85800000,85800000
80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1072,81,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,98765.4321,24691.35802,81.0,0.0,81,81,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,12345.67901,12345.67901,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,533,1,1,46,111,46,46,46.0,0.0,111,111,111.0,0.0,294559.0994,3752.345216,533.0,0.0,533,533,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1876.172608,1876.172608,46,111,67.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,101.5,46.0,111.0,32,0,0,0,0,0,0,1,46,1,111,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
22,104,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9615.384615,9615.384615,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,100851630,12,6,682,11595,341,0,56.83333333,132.73407,4344,0,1932.5,1754.831473,121.7332828,0.178480011,5932448.824,24100000.0,99500000,1,101000000,9156739.909,30000000.0,99500000,1,355427,71085.4,103593.6015,228178,16,0,0,0,0,400,200,0.118986674,0.059493337,0,4344,646.1578947,1293.234243,1672454.807,0,0,0,0,1,0,0,0,0,682.0555556,56.83333333,1932.5,400,0,0,0,0,0,0,12,682,6,11595,251,235,2,32,36063.0,0.0,36063,36063,99500000.0,0.0,99500000,99500000
443,1995903,7,6,1603,1090,1035,0,229.0,402.911901,953,0,181.6666667,381.8275352,1349.263967,6.513342582,166325.25,563029.8538,1953859,49,42044,7007.333333,16167.79096,40003,160,1995636,399127.2,890246.9332,1991649,472,0,0,0,0,232,200,3.507184467,3.006158115,0,1035,192.3571429,366.9075774,134621.1703,0,0,0,1,0,0,0,0,0,207.1538462,229.0,181.6666667,232,0,0,0,0,0,0,7,1603,6,1090,29200,8,3,32,0.0,0.0,0,0,0.0,0.0,0,0
10566,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
544,62,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,129032.2581,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16129.03226,16129.03226,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
